Route;1999/00;2000/01;2001/02;2002/03;2003/04;2004/05;2005/06;2006/07;2007/08;2008/09;2009/10;2010/11;2011/12;2012/13
959;4807;8868;6499;0;0;0;0;0;0;0;0;0;0;0
961;5809;2242;1886;0;0;0;0;0;0;0;0;0;0;0
962;0;114;559;1239;1355;494;544;405;238;0;0;0;0;0
963;811;677;464;13;0;0;0;0;0;0;0;0;0;0
964;1653;836;659;209;399;0;0;0;0;0;0;0;0;0
966;2078;2312;2422;1341;486;0;0;0;0;0;0;0;0;0
967;985;615;360;19;0;0;0;0;0;0;0;0;0;0
968;396;132;0;0;0;0;0;0;0;0;0;0;0;0
970;1280;825;693;0;0;0;0;0;0;0;0;0;0;0
971;2508;1836;1411;0;0;0;0;0;0;0;0;0;0;0
972;921;855;727;39;2334;2389;2720;2510;2240;1431;1214;221;0;0
973;583;484;388;0;0;0;0;0;0;0;0;0;0;0
974;72;14;237;792;712;0;0;0;0;0;0;0;0;0
975;123;10;737;806;1538;1473;1279;1285;254;0;0;0;0;0
976;3569;55;239;26;0;0;0;0;0;0;0;0;0;0
977;14;0;25;131;0;0;0;0;0;0;0;0;0;0
978;16;89;988;488;0;0;0;0;0;0;0;0;0;0
979;44;0;0;0;0;0;0;0;0;0;0;0;0;0
981;1630;746;906;310;0;0;0;0;0;0;0;0;0;0
982;1165;639;1789;782;0;0;0;0;0;0;0;0;0;0
983;1898;1198;581;0;0;0;0;0;0;0;0;0;0;0
984;1525;1005;1148;0;0;0;0;0;0;0;0;0;0;0
985;718;268;76;0;0;0;0;0;0;0;0;0;0;0
986;1862;1958;2775;51;0;0;0;0;0;0;0;0;0;0
987;5806;3532;4920;1967;53;0;0;0;0;0;0;0;0;0
988;1136;462;360;315;0;0;0;0;0;0;0;0;0;0
989;1293;803;1672;46;0;0;0;0;0;0;0;0;0;0
990;1040;608;299;0;0;0;0;0;0;0;0;0;0;0
991;469;308;284;0;0;0;0;0;0;0;0;0;0;0
992;474;128;605;511;0;0;0;0;0;0;0;0;0;0
993;1173;776;1793;1412;0;0;0;0;0;0;0;0;0;0
994;278;62;28;0;0;0;0;0;0;0;0;0;0;0
B99;27342;28155;28635;13192;13855;11425;8927;10197;8668;6380;0;0;0;0
C4;215170;150638;0;0;0;0;0;0;0;0;0;0;0;0
C10D;0;0;0;0;0;0;0;0;2185;21092;20238;35505;0;0
D1;289624;0;0;0;0;0;0;0;0;0;0;0;0;0
D5;149102;0;0;0;0;0;0;0;0;0;0;0;0;0
D8D;407399;0;0;0;0;0;0;0;0;0;0;0;0;0
ELC;0;0;0;0;0;0;0;0;222009;512701;176585;0;0;0
ELP;0;0;0;0;0;0;0;0;7675;0;0;0;0;0
ELS;0;0;0;0;0;0;0;47663;49492;7652;0;0;0;0
ELW;0;0;0;0;0;0;0;0;81034;286563;318676;0;0;0
H12D;17254;24804;31552;28957;24650;3546;0;0;0;0;0;0;0;0
H15;188663;0;0;0;0;0;0;0;0;0;0;0;0;0
H16;2633;0;0;0;0;0;0;0;0;0;0;0;0;0
H21;2104;10654;16492;21972;22764;22201;17155;0;0;0;0;0;0;0
H23;512585;604182;629820;612139;642087;824275;889181;939588;942025;0;0;0;0;0
H24;3725;0;0;0;0;0;0;0;0;0;0;0;0;0
H29;15853;3716;0;0;0;0;0;0;0;0;0;0;0;0
H30;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H40;350542;345045;358838;52161;0;0;0;0;0;0;0;0;0;0
H50;0;235033;253012;269702;294356;265380;283923;376920;357672;0;0;0;0;0
M1;114682;520139;0;0;0;0;0;0;0;0;0;0;0;0
M2;94027;435878;0;0;0;0;0;0;0;0;0;0;0;0
N47S;86749;68959;0;0;0;0;0;0;0;0;0;0;0;0
N50;118628;128682;108644;128650;190413;279379;302933;288980;292428;125526;0;0;0;0
N58;0;0;47439;63411;61498;62840;0;0;0;0;0;0;0;0
N70;11610;0;0;0;0;0;0;0;0;0;0;0;0;0
N75;0;0;6336;66197;79997;93435;99571;126507;13636;0;0;0;0;0
N77;306462;338995;385036;408442;482371;481765;551018;85222;0;0;0;0;0;0
N81;123432;127554;117036;24493;0;0;0;0;0;0;0;0;0;0
N84;111853;93333;0;0;0;0;0;0;0;0;0;0;0;0
N101;0;0;26052;47162;52113;26701;0;0;0;0;0;0;0;0
N106;0;0;45758;66014;63739;62597;72903;77612;73393;3900;0;0;0;0
N274;0;0;0;6934;54488;71622;77883;67698;65867;33014;58558;75575;17068;0
N369;0;0;0;25395;61474;57715;74406;75498;73858;65864;50960;0;0;0
P11;2064138;0;0;0;0;0;0;0;0;0;0;0;0;0
P14;167349;0;0;0;0;0;0;0;0;0;0;0;0;0
P3;4885887;4274638;0;0;0;0;0;0;0;0;0;0;0;0
PR1;551480;621872;557510;878837;912611;873011;984223;956826;0;0;0;0;0;0
PR2;358173;379038;382205;445014;377750;338950;370277;378975;528170;536663;547611;540682;306784;0
R2D;0;4442;4123;0;0;0;0;0;0;0;0;0;0;0
R62;46416;40543;49887;65260;69536;61574;68028;5125;0;0;0;0;0;0
R69;346605;180375;0;0;0;0;0;0;0;0;0;0;0;0
R70D;0;19347;24090;23986;26974;21994;5918;0;0;0;0;0;0;0
S2;2187602;2224047;2389015;2609428;2750786;2862524;2891017;2634854;2625178;694916;0;0;0;0
S5;19589;18739;14316;0;0;0;0;0;0;0;0;0;0;0
S7;0;0;0;131998;114247;0;0;0;0;0;0;0;0;0
SL1;43091;34138;39799;19570;0;0;0;0;0;0;0;0;0;0
SL2;23296;19957;22318;13112;0;0;0;0;0;0;0;0;0;0
T123;126879;196974;139172;0;0;0;0;0;0;0;0;0;0;0
T4;35170;10640;0;0;0;0;0;0;0;0;0;0;0;0
TL1;191210;31155;0;0;0;0;0;0;0;0;0;0;0;0
W13D;14170;32790;29662;30167;27390;22940;5623;17412;0;0;0;0;0;0
W17;70625;0;0;0;0;0;0;0;0;0;0;0;0;0
X30;112119;12396;0;0;0;0;0;0;0;0;0;0;0;0
X53;187275;0;0;0;0;0;0;0;0;0;0;0;0;0
