Height restriction (m);Height restriction (imperial);Easting;Northing;Grid Reference;Lat;Lng;Borough;Road name
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";534083;179307;TQ3408379307;51,49681;-0,069824666;Southwark;Marine Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";534092;179301;TQ3409279301;51,496754;-0,069697372;Southwark;Frean Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";531592;180070;TQ3159280070;51,504252;-0,10540378;Southwark;Joan Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";533763;179559;TQ3376379559;51,499151;-0,074336259;Southwark;Millstream Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";534072;179268;TQ3407279268;51,496462;-0,069997838;Southwark;Marine Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";526332;163938;TQ2633263938;51,360472;-0,18689732;Sutton;Langley Park Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";526330;163955;TQ2633063955;51,360625;-0,18692;Sutton;Langley Park Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";535541;181048;TQ3554181048;51,512108;-0,048165663;Tower Hamlets;Havering Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";538878;187158;TQ3887887158;51,566202;0,0022997969;Waltham Forest;Grove Green Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";529302;177071;TQ2930277071;51,477829;-0,13947696;Wandsworth;Thessaly Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";529276;177101;TQ2927677101;51,478104;-0,13984018;Wandsworth;Thessaly Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";529343;178008;TQ2934378008;51,48624;-0,13854406;Westminster;Churchill Gardens Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";535929;170034;TQ3592970034;51,41304;-0,046808451;Bromley;Kent House Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";548923;168170;TQ4892368170;51,39303;0,13912217;Bromley;Sheepcote Lane
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";531957;181629;TQ3195781629;51,518177;-0,099564978;City of London;Little Britain
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530806;160640;TQ3080660640;51,329822;-0,12388504;Croydon;Old Lodge Lane
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";537199;198744;TQ3719998744;51,670724;-0,017376171;Enfield;Government Row
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";534331;185445;TQ3433185445;51,551909;-0,063915971;Hackney;Downs Park Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";533746;190633;TQ3374690633;51,598669;-0,070374829;Haringey;Lordship Lane
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";533723;191022;TQ3372391022;51,60217;-0,070558533;Haringey;Church Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";533702;191186;TQ3370291186;51,603649;-0,070799104;Haringey;Whitehall Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";557183;186691;TQ5718386691;51,557206;0,26598145;Havering;St Mary's Lane
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";504970;176036;TQ0497076036;51,473559;-0,49001247;Hillingdon;Wellington Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";504924;176149;TQ0492476149;51,474584;-0,49064102;Hillingdon;Wagtail Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";531871;173001;TQ3187173001;51,440661;-0,10402196;Lambeth;Thurlow Park Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";531204;175483;TQ3120475483;51,46312;-0,11269355;Lambeth;Pope's Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530888;175556;TQ3088875556;51,46385;-0,11721277;Lambeth;Ferndale Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";532089;175781;TQ3208975781;51,465593;-0,099850136;Lambeth;Padfield Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530579;178620;TQ3057978620;51,491456;-0,1205268;Lambeth;Salamanca Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530254;177674;TQ3025477674;51,483029;-0,1255541;Lambeth;Miles Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530282;177666;TQ3028277666;51,482951;-0,12515405;Lambeth;Miles Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530608;178611;TQ3060878611;51,491368;-0,12011265;Lambeth;Salamanca Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530637;178681;TQ3063778681;51,491991;-0,1196693;Lambeth;Black Prince Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";530668;178668;TQ3066878668;51,491867;-0,11922783;Lambeth;Black Prince Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";515548;173131;TQ1554873131;51,445391;-0,33872231;Richmond upon Thames;Colne Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";524305;163324;TQ2430563324;51,3554;-0,21620995;Sutton;Station Way
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";535389;181033;TQ3538981033;51,51201;-0,050360464;Tower Hamlets;Hardinge Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";536958;180841;TQ3695880841;51,509906;-0,027839125;Tower Hamlets;Rich Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";536961;182047;TQ3696182047;51,520743;-0,027327744;Tower Hamlets;Bow Common Lane
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";537263;182410;TQ3726382410;51,523932;-0,022836413;Tower Hamlets;Eleanor Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";536633;182973;TQ3663382973;51,529143;-0,031693497;Tower Hamlets;Coborn Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";537325;183129;TQ3732583129;51,530378;-0,021663242;Tower Hamlets;Fairfield Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";537306;183156;TQ3730683156;51,530625;-0,02192646;Tower Hamlets;Fairfield Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";537092;182199;TQ3709282199;51,522077;-0,025381717;Tower Hamlets;Cantrell Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";537508;188202;TQ3750888202;51,575919;-0,017045174;Waltham Forest;Boundary Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";538341;187438;TQ3834187438;51,56885;-0,0053327073;Waltham Forest;Hainault Road
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";538470;189397;TQ3847089397;51,586422;-0,002700987;Waltham Forest;Wood Street
Between 4.1 and 4.5;"Between 13'3"" and 14'9""";538426;190397;TQ3842690397;51,595419;-0,0029415958;Waltham Forest;Macdonald Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";544611;167272;TQ4461167272;51,386076;0,076823582;Bromley;Tudor Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";529893;183517;TQ2989383517;51,535621;-0,12859959;Camden;Camley Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";529825;183533;TQ2982583533;51,535781;-0,12957355;Camden;Camley Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";518750;182789;TQ1875082789;51,53153;-0,2894237;Ealing;Twyford Abbey Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";518740;182787;TQ1874082787;51,531514;-0,28956847;Ealing;Twyford Abbey Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";539070;179435;TQ3907079435;51,496757;0,002020942;Greenwich;Blackwall Tunnel northbound
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";540857;175623;TQ4085775623;51,462061;0,026228062;Greenwich;Moorhead Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";540852;175625;TQ4085275625;51,46208;0,026156932;Greenwich;Moorhead Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";540850;175617;TQ4085075617;51,462008;0,026124977;Greenwich;Moorhead Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";540856;175617;TQ4085675617;51,462007;0,026211288;Greenwich;Moorhead Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";543285;179109;TQ4328579109;51,492776;0,062567409;Greenwich;Mortgramit Square
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534128;185839;TQ3412885839;51,555498;-0,066691959;Hackney;Downs Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534795;184395;TQ3479584395;51,542363;-0,057629659;Hackney;Ellingfort Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534795;184345;TQ3479584345;51,541914;-0,057648792;Hackney;London Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534618;184962;TQ3461884962;51,547501;-0,059963735;Hackney;Spurstowe Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";522996;178693;TQ2299678693;51,493811;-0,22966943;Hammersmith and Fulham;Leamore Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530656;187796;TQ3065687796;51,573899;-0,11601681;Haringey;Mount Pleasant Villas
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";533725;189954;TQ3372589954;51,592572;-0,070936399;Haringey;St Loys Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";515228;189643;TQ1522889643;51,59386;-0,33793116;Harrow;Headstone Drive
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";515197;189630;TQ1519789630;51,59375;-0,33838275;Harrow;Headstone Drive
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";515503;176318;TQ1550376318;51,474044;-0,33832961;Hounslow;St Johns Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530439;178208;TQ3043978208;51,487786;-0,1226943;Lambeth;New Spring Gardens Walk
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536079;177800;TQ3607977800;51,482792;-0,041669107;Lewisham;Sanford Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";538275;184107;TQ3827584107;51,538934;-0,0075928132;Newham;Carpenters Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";538299;184063;TQ3829984063;51,538533;-0,0072642514;Newham;Carpenters Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537285;182436;TQ3728582436;51,52416;-0,022509378;Tower Hamlets;Eleanor Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534908;182954;TQ3490882954;51,529387;-0,056552861;Tower Hamlets;Poyser Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";524530;174940;TQ2453074940;51,459747;-0,20890582;Wandsworth;Woodlands Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";525128;175028;TQ2512875028;51,460406;-0,20027166;Wandsworth;Putney Bridge Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";525159;175008;TQ2515975008;51,460219;-0,19983274;Wandsworth;Putney Bridge Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";525198;175028;TQ2519875028;51,46039;-0,1992646;Wandsworth;Point Pleasant
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";550672;176181;TQ5067276181;51,464549;0,16764622;Bexley;Old Manor Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";551349;176173;TQ5134976173;51,464297;0,17738117;Bexley;Eversley Cross
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";518121;185351;TQ1812185351;51,554688;-0,29762834;Brent;St Johns Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";540821;171174;TQ4082171174;51,422091;0,023941837;Bromley;New Street Hill
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";535600;170483;TQ3560070483;51,417154;-0,05136476;Bromley;Penge Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";528300;185646;TQ2830085646;51,555118;-0,15077893;Camden;Gordon House Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";528351;185673;TQ2835185673;51,555349;-0,15003387;Camden;Gordon House Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";532827;163688;TQ3282763688;51,356745;-0,093757855;Croydon;Selsdon Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";518746;182789;TQ1874682789;51,531531;-0,28948133;Ealing;Twyford Abbey Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534030;192762;TQ3403092762;51,617733;-0,065463813;Enfield;Park Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";506492;184446;TQ0649284446;51,548866;-0,46556934;Hillingdon;North Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";507418;176818;TQ0741876818;51,480129;-0,45454179;Hillingdon;Car park access
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";538800;174668;TQ3880074668;51,453987;-0,0037372115;Lewisham;Ennersdale Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536961;174488;TQ3696174488;51,452817;-0,030257382;Lewisham;Bexhill Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537860;183620;TQ3786083620;51,534659;-0,013763399;Newham;Marshgate Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";538188;183909;TQ3818883909;51,537176;-0,0089241154;Newham;Warton Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";539168;183144;TQ3916883144;51,530062;0,0048946955;Newham;Manor Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537778;183732;TQ3777883732;51,535686;-0,014901102;Newham;Marshgate Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";538165;183936;TQ3816583936;51,537425;-0,0092449393;Newham;Warton Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";517527;169705;TQ1752769705;51,414192;-0,3113944;Richmond upon Thames;Seymour Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";516924;173311;TQ1692473311;51,446726;-0,31887217;Richmond upon Thames;Riverside
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";529559;164211;TQ2955964211;51,362199;-0,14047487;Sutton;Demesne Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536835;181905;TQ3683581905;51,519497;-0,029197758;Tower Hamlets;Joseph Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537501;183261;TQ3750183261;51,531521;-0,019076096;Tower Hamlets;Wick Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537474;183275;TQ3747483275;51,531653;-0,019459638;Tower Hamlets;Wick Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534658;182337;TQ3465882337;51,523902;-0,060390298;Tower Hamlets;Brady Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534659;182295;TQ3465982295;51,523525;-0,060391931;Tower Hamlets;Brady Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";528819;180861;TQ2881980861;51,511999;-0,14504595;Westminster;Bourdon Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";524881;190931;TQ2488190931;51,60338;-0,1981909;Barnet;Crescent Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541776;168704;TQ4177668704;51,399658;0,036681002;Bromley;The Avenue
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";543024;169592;TQ4302469592;51,407325;0,054966695;Bromley;Chislehurst Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530923;181355;TQ3092381355;51,515955;-0,11456046;Camden;New Square
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";528565;184949;TQ2856584949;51,548794;-0,14721321;Camden;Grafton Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";529517;182106;TQ2951782106;51,523028;-0,13453604;Camden;Chenies Mews
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";521371;181820;TQ2137181820;51,522265;-0,25199009;Ealing;Old Oak Common Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";521394;181779;TQ2139481779;51,521891;-0,25167285;Ealing;Old Oak Common Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";521362;181859;TQ2136281859;51,522617;-0,25210633;Ealing;Old Oak Common Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";535865;184944;TQ3586584944;51,54704;-0,041997975;Hackney;Barnabas Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531385;186860;TQ3138586860;51,565318;-0,1058531;Haringey;Stroud Green Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531326;186919;TQ3132686919;51,565862;-0,10668179;Islington;Stroud Green Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";517789;169627;TQ1778969627;51,413437;-0,30765459;Kingston upon Thames;Thames Side
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";517965;169602;TQ1796569602;51,413176;-0,30513331;Kingston upon Thames;Down Hall Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531196;175436;TQ3119675436;51,4627;-0,11282607;Lambeth;Pope's Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531119;175555;TQ3111975555;51,463787;-0,11388975;Lambeth;Beehive Place
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531959;176300;TQ3195976300;51,470287;-0,10152691;Lambeth;Lilford Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530724;178737;TQ3072478737;51,492474;-0,11839613;Lambeth;Whitgift Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530699;178756;TQ3069978756;51,49265;-0,11874901;Lambeth;Whitgift Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536881;171726;TQ3688171726;51,428016;-0,032474993;Lewisham;Southend Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";535920;177658;TQ3592077658;51,481554;-0,044012089;Lewisham;Cold Blow Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536015;177669;TQ3601577669;51,48163;-0,042640623;Lewisham;Cold Blow Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";515532;172720;TQ1553272720;51,4417;-0,33908645;Richmond upon Thames;Popes Grove
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";516599;173342;TQ1659973342;51,447072;-0,32353651;Richmond upon Thames;Riverside
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";527411;164601;TQ2741164601;51,36619;-0,17117089;Sutton;Shorts Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537418;182481;TQ3741882481;51,524532;-0,020575953;Tower Hamlets;Rounton Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537017;183988;TQ3701783988;51,538171;-0,025766678;Tower Hamlets;Wick Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536995;184016;TQ3699584016;51,538428;-0,026072803;Tower Hamlets;Wick Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534483;180927;TQ3448380927;51,511273;-0,063448786;Tower Hamlets;Challoner Walk
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534483;180952;TQ3448380952;51,511498;-0,063439259;Tower Hamlets;Challoner Walk
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534409;182308;TQ3440982308;51,523701;-0,06398831;Tower Hamlets;Vallance Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534401;182263;TQ3440182263;51,523298;-0,064120704;Tower Hamlets;Vallance Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";527586;176203;TQ2758676203;51,470417;-0,16448632;Wandsworth;Latchmere Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530512;180677;TQ3051280677;51,509957;-0,12073103;Westminster;Savoy Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530544;180694;TQ3054480694;51,510102;-0,1202639;Westminster;Savoy Way
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";532942;181298;TQ3294281298;51,514971;-0,08550191;City of London;Austin Friars
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534090;168431;TQ3409068431;51,399072;-0,073841465;Croydon;Portland Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534111;168415;TQ3411168415;51,398923;-0,073545814;Croydon;Portland Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531924;175715;TQ3192475715;51,465038;-0,10224867;Lambeth;Hinton Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531939;175697;TQ3193975697;51,464873;-0,10203957;Lambeth;Hinton Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";529523;170688;TQ2952370688;51,420416;-0,13863079;Lambeth;Eardley Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536567;177413;TQ3656777413;51,479196;-0,034795189;Lewisham;Edward Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536864;177545;TQ3686477545;51,480311;-0,030469932;Lewisham;Edward Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536594;177429;TQ3659477429;51,479334;-0,034400447;Lewisham;Edward Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";516111;173630;TQ1611173630;51,449761;-0,33046118;Richmond upon Thames;Marys Terrace
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";516104;173626;TQ1610473626;51,449726;-0,33056319;Richmond upon Thames;Marys Terrace
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536876;181953;TQ3687681953;51,519919;-0,028588577;Tower Hamlets;Huddart Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536918;181999;TQ3691881999;51,520322;-0,027965756;Tower Hamlets;Robeson Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";528708;173120;TQ2870873120;51,442457;-0,14946235;Wandsworth;Bedford Hill
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";529504;170703;TQ2950470703;51,420555;-0,13889841;Wandsworth;Eardley Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";528729;179051;TQ2872979051;51,495753;-0,14700212;Westminster;Eccleston Place
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";521545;191569;TQ2154591569;51,609843;-0,24611512;Barnet;Bunns Lane
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";547870;179589;TQ4787079589;51,495909;0,12876507;Bexley;Wolvercote Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";539340;169369;TQ3934069369;51,406237;0,0019469345;Bromley;Bromley Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";539304;169367;TQ3930469367;51,406228;0,0014289055;Bromley;Bromley Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541365;175403;TQ4136575403;51,459957;0,033447839;Greenwich;Birdbrook Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541767;175203;TQ4176775203;51,45806;0,039150273;Greenwich;Shawbrooke Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541772;175210;TQ4177275210;51,458121;0,039224996;Greenwich;Shawbrooke Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541779;175219;TQ4177975219;51,4582;0,039329288;Greenwich;Shawbrooke Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541785;175227;TQ4178575227;51,458271;0,039418796;Greenwich;Shawbrooke Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";541380;175426;TQ4138075426;51,46016;0,033672793;Greenwich;Birdbrook Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534796;184229;TQ3479684229;51,540871;-0,057678768;Hackney;Martello Terrace
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534771;184233;TQ3477184233;51,540913;-0,058037506;Hackney;Martello Terrace
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";511164;185428;TQ1116485428;51,556792;-0,39790759;Hillingdon;Long Drive
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";511135;185401;TQ1113585401;51,556555;-0,39833425;Hillingdon;Long Drive
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";521798;178800;TQ2179878800;51,495032;-0,24688066;Hounslow;Prebend Gardens
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";519329;169583;TQ1932969583;51,41272;-0,2855357;Kingston upon Thames;Coombe Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";531924;176123;TQ3192476123;51,468705;-0,10209653;Lambeth;Gordon Grove
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";530700;180173;TQ3070080173;51,505384;-0,11821017;Lambeth;South Bank
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";543275;186385;TQ4327586385;51,558157;0,065380076;Redbridge;Mill Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";543281;186372;TQ4328186372;51,558039;0,065461274;Redbridge;Mill Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";543269;186399;TQ4326986399;51,558285;0,065299285;Redbridge;Mill Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";535687;181057;TQ3568781057;51,512154;-0,04605957;Tower Hamlets;Bower Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";536258;181237;TQ3625881237;51,513634;-0,037766779;Tower Hamlets;Chaseley Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";537794;182482;TQ3779482482;51,524449;-0,015159189;Tower Hamlets;Devons Road
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534994;182397;TQ3499482397;51,524361;-0,055527115;Tower Hamlets;Buckhurst Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";534991;182371;TQ3499182371;51,524128;-0,055580285;Tower Hamlets;Buckhurst Street
Between 3.6 and 4.0;"Between 11'9"" and 13'0""";526485;181533;TQ2648581533;51,518565;-0,1784207;Westminster;Paddington Station Taxi Rank
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522227;189770;TQ2222789770;51,593528;-0,23689741;Barnet;Aerodrome Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522277;189758;TQ2227789758;51,593409;-0,23618015;Barnet;Aerodrome Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522298;189751;TQ2229889751;51,593342;-0,23587958;Barnet;Aerodrome Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522313;189746;TQ2231389746;51,593294;-0,23566489;Barnet;Aerodrome Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";521108;184498;TQ2110884498;51,546389;-0,25485877;Brent;Hawkins Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";535622;170451;TQ3562270451;51,416861;-0,051060813;Bromley;Bycroft Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";531391;181914;TQ3139181914;51,52087;-0,10761148;Camden;Hatton Place
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";529652;184101;TQ2965284101;51,540925;-0,13185744;Camden;Camley Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";529656;184141;TQ2965684141;51,541284;-0,13178507;Camden;Camley Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";531371;181273;TQ3137181273;51,515114;-0,1081383;City of London;Gough Square
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";528252;159206;TQ2825259206;51,317515;-0,16103851;Croydon;Sandown Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";536211;184930;TQ3621184930;51,546831;-0,03701665;Hackney;Kenworthy Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";549907;189270;TQ4990789270;51,582357;0,16220631;Havering;Winston Close
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";510498;185732;TQ1049885732;51,559655;-0,40741487;Hillingdon;Bridgwater Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";512572;170008;TQ1257270008;51,41792;-0,38251817;Richmond upon Thames;Oldfield Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";532302;180398;TQ3230280398;51,507034;-0,095057171;Southwark;Park Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";525889;163378;TQ2588963378;51,355537;-0,19345468;Sutton;Grange Vale
